customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,signup_date,churn,internal_flag
11017,Male,0,Yes,No,43,Yes,Yes,fiber,No internet service,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.4,3536.38,1/22/2023,No,A
7581,F,1,No,No,45,Yes,No,No,Yes,Y,No,No,N,Yes,Month-to-month,Yes,Mailed check,62.51,6287.64,3/24/2020,No,A
3865,Female,0,No,No,4,Yes,Yes,No,Yes,No,No,No internet service,No internet service,Yes,Month to month,Yes,e-check,,2300.52,12/11/2020,No,A
19766,Female,0,No,Yes,36,Yes,Yes,Fiber optic,Y,No,Yes,Y,No,Yes,Month-to-month,Yes,Bank transfer,,3166.66,6/24/2022,No,A
16927,Male,0,Yes,Yes,5,No,No,Fiber optic,N,Yes,N,Yes,No internet service,Yes,Two year,Yes,E-check,51.59,5332.64,10/20/2020,No,A
16575,Male,0,N,No,2,Yes,Yes,Dsl,No internet service,Y,No internet service,No,Y,No,Month-to-month,No,Mailed check,,1849.21,11/23/2024,No,A
6467,Female,0,Yes,No,58,Yes,Yes,No,No,No,Yes,No,No internet service,Yes,Two Year,Yes,Credit card,40.46,"5,471",6/19/2022,No,A
5519,Male,1,No,No,29,Yes,Yes,fiber,No,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,112.07,6428.59,5/29/2022,No,A
6599,Female,0,No,No,14,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No,One year,No,Credit card,97.28,7459.28,2/4/2022,No,A
19907,M,0,No,No,56,No,No,DSL,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,No,Mailed check,83.5,6600.31,7/23/2020,No,A
20535,Male,0,Y,Yes,15,No,Yes,Fiber optic,No,Yes,No,Yes,Y,Yes,Month-to-month,No,Electronic check,117.08,2434.06,9/19/2021,No,A
18250,female,1,No,No,56,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,No,One year,No,Electronic check,53.65,6049.75,1/16/2022,No,A
10329,Male,No,Yes,Yes,37,Yes,No phone service,Fiber optic,No,No internet service,No,No,Yes,Yes,One Year,Yes,Electronic check,66.51,2326.78,1/27/2023,No,A
13511,Male,0,Yes,No,61,Yes,Yes,No,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card,116.21,1318.63,12/26/2021,No,A
15376,M,0,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer,22.34,4279,5/5/2020,No,A
3993,Female,0,Yes,Yes,24,Yes,Yes,fiber,Yes,Yes,N,No,No,N,One year,No,Electronic check,,4194.95,6/1/2022,No,A
16406,Male,0,No,No,18,Y,Yes,Fiber optic,No internet service,N,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,,6322.01,3/5/2024,No,A
2457,Female,0,Yes,No,58,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card,49.58,6776.69,10/21/2021,Yes,A
15079,Male,0,N,Yes,65,N,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,30.1,7341.18,1/9/2023,No,A
16832,Male,0,No,No,51,Yes,No phone service,Fiber optic,No,N,Yes,No internet service,Y,No,Month-to-month,No,Electronic check,96.2,5849.12,1/17/2024,No,A
6690,Female,0,Yes,No,20,Yes,No,DSL,No internet service,No,No,No,No,Yes,Month-to-month,Yes,e-check,,1839.74,10/27/2023,No,A
9486,Female,0,No,No,2,Yes,Yes,DSL,Yes,No,No,No,No,No internet service,Two year,Yes,Mailed check,28.19,1245.69,6/7/2021,No,A
16561,Female,0,No,Yes,66,Yes,Yes,DSL,Y,No,No,No internet service,Yes,Y,Month-to-month,No,Credit card,102.25,7853.2,8/31/2020,Yes,A
15338,female,No,N,N,23,Yes,Yes,No,No,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Credit card,59.83,1978.45,3/7/2023,No,A
6082,Male,Yes,Yes,No,37,Yes,Yes,Fiber optic,No,No,N,Yes,Yes,No internet service,Two year,Yes,Electronic check,22.16,7737.1,7/15/2024,No,A
16805,Female,No,Yes,No,38,No,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Two year,N,Electronic check,89.63,2487.13,9/9/2021,No,B
11736,Male,0,N,No,44,Yes,No phone service,DSL,Yes,Yes,No,No,No,N,One year,Yes,e-check,,5426.69,11/22/2023,No,A
8286,Female,No,No,Yes,19,Yes,No phone service,No,No,No internet service,No,No,No internet service,N,One year,Yes,e-check,68.93,2273.46,7/24/2020,No,A
16340,Male,0,No,Yes,23,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,78.26,4258.46,8/7/2024,No,A
4025,Male,0,No,Y,61,No,Yes,Dsl,No internet service,No,No,No,No,No,Month to month,No,Electronic check,,"5,656",3/17/2022,No,B
7758,Female,1,No,Yes,0,Yes,Yes,No,No,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer,49.27,6717.82,5/28/2020,Yes,A
19353,Female,0,No,No,26,Yes,Y,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,75.55,3421.49,12/5/2021,No,A
11903,Female,0,No,No,15,No,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,N,One year,Yes,Electronic check,72.69,577.78,4/18/2023,No,B
19820,Male,0,No,No,31,Y,Yes,DSL,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,,553.42,2/1/2023,No,A
15667,Male,0,No,Yes,46,Yes,No,DSL,No,No,Yes,No,No,N,Month-to-month,Yes,Electronic check,91.82,1907.71,5/8/2024,No,A
4048,Male,0,Y,Yes,31,Yes,Yes,DSL,Yes,Y,No,Yes,Yes,No,Two year,N,Credit card,78.46,6208.52,11/1/2020,No,A
16735,Female,1,Yes,No,22,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,N,Mailed check,,"3,616",9/21/2021,Yes,A
2511,M,0,No,Yes,33,No,Yes,No,No,N,No internet service,N,No,No internet service,Month-to-month,Yes,Electronic check,$110.40 ,2205.56,6/13/2020,Yes,A
4214,Female,0,No,No,55,N,Yes,DSL,No,Y,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,63.58,2141.49,7/10/2021,Yes,A
15219,Male,1,Yes,No,59,Y,Yes,fiber,Y,Yes,No internet service,Yes,No,Yes,Month to month,Yes,E-check,50.23,4852.53,3/19/2024,No,A
20609,Female,Yes,N,No,39,Yes,No,Fiber optic,Y,Yes,No,No,Yes,N,Month to month,Yes,Mailed check,,7034,2/14/2021,No,A
9576,Male,1,Yes,No,53,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,81.06,2762.77,7/5/2023,No,A
16868,male,0,Yes,No,8,Yes,No phone service,No,No internet service,No internet service,No,No internet service,No internet service,Yes,Month to month,No,Mailed check,46.96,425.99,10/15/2022,No,B
1981,Male,No,Yes,Yes,11,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,63.01,5345.33,8/28/2024,No,A
4624,F,0,Yes,No,12,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,95.03,4606.28,10/1/2020,No,A
6149,Female,0,No,No,21,Yes,Yes,DSL,No,Yes,No internet service,No,No,No,One Year,No,Mailed check,,7558.11,9/19/2022,No,A
6971,Female,0,Y,No,2,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,One year,Yes,Mailed check,30.59,3162.02,7/29/2020,Yes,A
10871,Male,1,Yes,No,45,Yes,No,DSL,No,Yes,N,No,N,Yes,One year,No,Bank transfer,114.88,6202.17,1/11/2023,Yes,A
18502,Male,0,Yes,No,21,Yes,Yes,No,No,N,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card,55.58,6358.04,8/10/2024,No,A
19234,Male,Yes,No,Yes,25,Yes,Yes,fiber,No,Yes,No,No,Yes,N,One year,N,Mailed check,48.13,3694.86,3/26/2020,No,A
2351,F,0,N,Yes,71,Yes,Yes,No,No,Yes,No internet service,No,Yes,No,One Year,Yes,e-check,50.83,4354.7,4/7/2022,Yes,A
10752,Male,0,Yes,N,70,Yes,Y,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Month-to-month,No,Credit card,40.32,2511.44,5/30/2021,No,A
14923,Male,0,N,No,36,Yes,Y,Fiber optic,Yes,Yes,No,No,No,No internet service,Month to month,No,Bank transfer,34.56,5445.22,10/24/2023,No,A
19032,Female,1,No,No,58,Yes,No phone service,DSL,No,Yes,No,No internet service,N,No,Month-to-month,N,Electronic check,55.33,7013,8/1/2020,No,A
3309,Male,Yes,Yes,Yes,41,Yes,No phone service,Fiber optic,Y,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,40.25,3543.7,11/23/2024,No,A
7919,Female,1,No,No,19,Yes,Yes,No,Yes,No,No,Yes,No,No,One year,No,Electronic check,64.96,7099.24,2/6/2021,No,A
11216,Female,0,Yes,No,25,Yes,No,Fiber optic,Y,No internet service,Yes,No,N,Yes,Two Year,No,E-check,26,4510.49,12/16/2020,No,A
5449,Male,0,Y,No,68,Yes,No phone service,No,No,No,Yes,Yes,No,Yes,One year,Y,Electronic check,67.54,5703.25,11/19/2022,No,A
11446,Female,Yes,Yes,Yes,29,No,No,Fiber optic,Yes,No,No,No,No,Y,One year,N,Mailed check,86.52,1020.28,10/29/2023,Yes,A
8772,Female,0,Yes,No,12,No,Yes,DSL,No,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer,36.2,6131.68,1/9/2023,No,A
13531,Male,0,No,No,10,Yes,Yes,DSL,N,No,No internet service,No internet service,No internet service,No,One year,No,e-check,323.68218045033956,4932.61,9/24/2023,No,A
4911,Male,Yes,Yes,Y,21,Yes,No phone service,No,No internet service,No,No,No internet service,No internet service,Yes,One Year,No,Mailed check,90.87,3539.68,4/19/2020,No,A
1425,Male,No,Yes,Yes,65,Yes,No,No,Yes,No,No,Yes,Yes,Y,Two year,Yes,e-check,46.67,2096.88,12/28/2024,No,A
8404,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,e-check,$70.31 ,4822.58,6/11/2021,No,A
4509,M,0,No,Yes,14,Yes,Yes,No,Y,No internet service,Yes,Y,N,No,One year,No,e-check,58.65,213.41,12/25/2022,No,A
12897,Male,0,No,Yes,61,Yes,No,DSL,No internet service,No,No internet service,Yes,No,N,Month-to-month,Yes,Credit card,76.16,3528.11,10/27/2021,No,A
19170,Male,0,Yes,Yes,40,Yes,No,Dsl,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card,85.49,1153.45,7/17/2024,No,A
18546,Female,Yes,Yes,No,47,Y,No phone service,DSL,N,No internet service,No,No,No internet service,N,Two year,No,Credit card,64.06,4118.32,12/7/2024,No,A
7920,Female,1,Yes,Yes,53,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,98.17,5223.19,6/23/2021,No,A
4459,Female,0,Y,No,65,Y,No,DSL,No internet service,Yes,No,No,No,No,One year,Yes,Mailed check,33.25,7050.89,5/10/2020,No,A
3394,Male,0,No,Yes,45,Yes,N,No,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,E-check,$112.43 ,2335.58,1/13/2024,No,A
3233,male,0,Yes,No,32,No,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,No,E-check,$63.15 ,207.23,3/18/2020,No,A
10072,Female,0,Yes,N,69,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,One year,Yes,Mailed check,79.65,1045.89,11/4/2023,No,A
14817,Male,0,Yes,Yes,57,No,No,Dsl,N,Yes,No,No internet service,No,Y,One Year,No,Bank transfer,35.52,6024.84,11/2/2022,No,A
8304,F,0,N,Yes,22,Yes,No,Fiber optic,No,No,No,Yes,N,Yes,Two year,Y,Bank transfer,26.39,944.3,5/7/2020,No,A
9247,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,N,Electronic check,64.82,4899.73,11/3/2020,No,A
17182,male,0,No,Y,67,Yes,No phone service,fiber,N,Yes,No internet service,No,No,Yes,Two Year,Yes,Mailed check,70.71,298.83,7/20/2022,No,A
14154,Male,0,No,Yes,7,Yes,Yes,Fiber optic,Yes,No,No,No,Y,No,Month to month,Y,e-check,74.78,5541.47,11/21/2023,No,A
16323,Male,0,No,Yes,45,Yes,No phone service,DSL,No,Yes,N,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,,1925.88,4/7/2024,No,A
13291,Female,1,Yes,Yes,35,Yes,No,Fiber optic,N,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer,61.71,5622.63,12/28/2021,No,A
11498,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No internet service,N,Yes,Y,No,No,Month-to-month,No,Bank transfer,63.62,5982.52,10/30/2020,No,A
10983,Male,No,No,No,70,No,Yes,No,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,52.45,5707.47,4/12/2020,No,A
1089,F,0,No,No,41,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,84.33,2208.03,2/17/2022,No,A
3520,Female,1,Yes,No,43,Yes,Yes,DSL,Yes,Y,No,No,No internet service,No,Two year,Yes,Electronic check,65.69,949.64,9/9/2024,No,A
18797,Female,0,Yes,Yes,7,Y,No phone service,DSL,Yes,N,Yes,No internet service,No,N,Month-to-month,Yes,Bank transfer,78.16,3938.18,2/28/2021,No,A
6084,Male,1,No,No,9,Yes,Yes,No,No,Yes,Y,No,No internet service,Yes,Month-to-month,No,Credit card,42.42,3248.65,7/7/2020,No,A
10786,Female,0,No,Yes,28,No,Yes,Fiber optic,No,No,No,Y,Yes,No,Month-to-month,No,Mailed check,22.77,4042.76,6/4/2020,No,A
15924,Female,0,No,No,26,Yes,Yes,DSL,No,No internet service,No internet service,No,No,Yes,Two Year,No,Mailed check,88.36,4537.25,3/18/2021,No,B
6663,M,1,Yes,Y,21,Yes,Yes,DSL,Yes,No,No,N,Yes,Yes,Two year,Yes,Bank transfer,41.3,5009.77,10/9/2024,No,A
18115,Female,0,No,Yes,12,No,Yes,DSL,Yes,Yes,No,N,Yes,No internet service,Month to month,Y,Electronic check,28.39,4309.09,8/21/2023,No,A
20250,Female,1,No,No,25,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Y,Bank transfer,29.91,3019.51,5/18/2022,No,A
12767,Male,0,Yes,No,11,Yes,Yes,DSL,No internet service,No,No,Yes,N,No internet service,Month-to-month,N,Bank transfer,31.47,3762.07,10/11/2021,No,A
9497,female,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,Two year,Yes,Credit card,45.13,6151.45,9/2/2023,No,A
4523,Male,No,No,No,23,Yes,Yes,DSL,No,No internet service,No,No internet service,No,No,Month-to-month,No,Mailed check,67.3,2522.23,3/6/2020,No,A
13805,M,0,No,Yes,27,Yes,N,No,No,N,N,No,N,Yes,Month-to-month,Yes,Electronic check,70.12,795.4,8/22/2024,No,A
9514,Female,0,No,No,69,Yes,Yes,DSL,N,No,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,94.49,5336.33,3/2/2022,No,A
12207,Female,0,No,No,12,Y,No,fiber,No internet service,N,No,No,No,No internet service,One year,No,Mailed check,75.93,3424.35,11/14/2024,No,A
5742,Male,0,Yes,Yes,40,N,N,DSL,Yes,No internet service,Yes,No internet service,No,No,Month to month,Yes,Mailed check,,7850.15,1/3/2023,No,A
9145,female,1,Yes,No,63,Yes,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,Two Year,Yes,Credit card,73.89,6591.26,10/3/2022,No,A
15593,M,0,Yes,Yes,115,No,No phone service,Fiber optic,No,Yes,No,N,Yes,Yes,Month-to-month,Yes,Electronic check,83.6,2112.01,9/30/2024,No,A
8514,Male,No,No,No,37,No,Yes,DSL,No,No internet service,Yes,No,No internet service,No internet service,One year,No,Electronic check,21.4,1388.31,3/25/2022,Yes,A
18504,Male,0,No,Yes,2,Yes,No phone service,fiber,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,,5369.03,3/4/2023,No,A
16963,Female,0,Y,Yes,67,Yes,No,Fiber optic,No,Yes,N,Yes,N,No,Month-to-month,Y,Mailed check,119.6,2106.34,3/12/2024,No,A
15557,Female,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,Y,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,111.33,5716.9,2/20/2022,No,A
16077,Male,0,Yes,No,23,Yes,No,DSL,No internet service,No internet service,No internet service,No,N,Yes,Two year,No,Mailed check,61.82,6768.44,7/18/2021,No,A
2454,Female,1,N,No,18,Yes,Yes,DSL,No,No,N,N,No internet service,No,Two year,Yes,e-check,106.58,4445.94,1/17/2023,No,A
9758,Male,0,No,No,38,Y,No phone service,No,Y,No internet service,No internet service,No,No,No,Month-to-month,N,Electronic check,20.12,2888.19,4/21/2020,No,A
7933,Female,0,No,Yes,45,Yes,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Y,Credit card,31.8,7955.61,4/6/2023,No,A
16018,Female,0,No,No,69,Yes,No phone service,No,Yes,Y,No,Yes,No internet service,No,One year,No,Mailed check,95.96,2613.99,3/17/2023,No,A
7199,Male,No,No,Yes,69,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,76.62,2300.8,9/24/2020,No,A
18067,Female,0,Yes,No,17,Yes,No phone service,Dsl,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer,,1179.33,3/30/2022,No,A
5822,Male,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,No,No internet service,No,N,Y,Two Year,Yes,Bank transfer,97.16,555.92,7/9/2023,No,A
3700,Female,No,Yes,No,21,Yes,No,No,No internet service,Yes,Yes,No,No,Yes,Month to month,No,Mailed check,31.68,3925.12,3/12/2020,No,A
5473,Male,1,No,No,16,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,Y,Month to month,No,Electronic check,94.67,3252.26,10/16/2023,No,A
10676,Female,0,Yes,No,12,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,One year,No,E-check,89.32,267.4,3/8/2024,No,A
17695,Female,0,No,No,0,No,N,No,No internet service,Yes,No,No,No internet service,Yes,One year,Y,e-check,108.31,6662.22,3/5/2020,No,A
17797,Male,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,N,No,Yes,No,Two year,Yes,Electronic check,104.77,2206.17,4/19/2022,No,A
4106,Female,0,No,No,61,Yes,No phone service,DSL,Yes,Yes,N,No internet service,No,No internet service,Month to month,Yes,e-check,,5332.23,9/18/2024,No,A
16503,Male,Yes,No,Yes,0,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,N,One Year,No,Electronic check,57.11,4007.77,2/14/2020,No,A
19195,Female,0,Yes,No,40,Yes,Yes,Fiber optic,N,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,57.61,4346.2,3/22/2021,Yes,A
9295,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Y,Yes,Yes,No,No internet service,Two Year,Yes,E-check,80.78,234.94,1/21/2024,Yes,A
4264,Male,0,Yes,No,50,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,Yes,Month to month,Yes,Bank transfer,90.37,6228.97,3/17/2020,No,A
15894,Female,0,No,No,69,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer,52.36,6353.08,9/11/2023,No,A
19749,Male,0,Y,No,6,Yes,No phone service,No,Yes,Y,Yes,No,Yes,Yes,Month to month,N,E-check,,4850.24,7/2/2021,No,A
19481,Male,0,Yes,Y,44,Yes,No,DSL,No internet service,No,No,No internet service,Yes,No,Month to month,No,Electronic check,42.38,408.53,11/9/2022,No,A
15284,Female,0,Yes,Yes,56,N,No phone service,DSL,Yes,Y,No,No,No,Yes,Two year,No,Electronic check,88.46,363.36,12/20/2024,No,A
12133,Male,0,Yes,No,5,Yes,No,DSL,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,381.2445769846093,7885.72,5/15/2024,No,A
7189,Male,1,No,No,27,Yes,Yes,Fiber optic,Yes,No,No,N,No,No,Month-to-month,Yes,E-check,118.21,7926.44,5/14/2024,No,A
3009,Male,0,Yes,No,56,No,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,Y,e-check,118.96,2219.32,10/14/2023,No,A
5520,Male,No,Yes,Yes,27,Yes,Yes,Dsl,No internet service,Yes,No,No,No,No internet service,One year,Yes,Electronic check,81.13,7855.5,8/16/2024,No,A
17190,Female,1,No,No,57,Yes,No phone service,Fiber optic,No,Y,No internet service,No,No,No,Month-to-month,Y,Mailed check,47.14,2118.26,1/14/2022,No,A
13484,Male,No,Yes,No,7,Yes,No phone service,Fiber optic,No internet service,No,No,No,N,Y,One year,No,Electronic check,108.69,4523.05,12/3/2022,No,A
4589,Male,No,No,Yes,24,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Month to month,No,Credit card,76.92,2254.64,2/12/2023,No,A
10641,Female,0,No,No,35,Yes,Y,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,e-check,,2630.63,6/21/2020,No,A
12161,Male,0,No,No,3,Yes,No,No,No,Yes,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,53.7,5606.86,4/24/2020,No,A
15791,Female,0,Yes,Yes,19,Yes,Y,DSL,No internet service,No,No,No,Yes,N,One year,No,Mailed check,45.49,6470.6,9/2/2020,No,A
12180,Male,1,No,Yes,29,Yes,Yes,Dsl,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Credit card,60.09,1684.78,12/15/2021,Yes,A
2769,Male,0,Y,No,53,No,No,fiber,Y,No internet service,No,No,N,No,Two year,No,e-check,81.45,2792.18,4/29/2022,No,A
11844,Male,0,Yes,Yes,10,Yes,No,DSL,Yes,N,Yes,No internet service,Y,No,One Year,Yes,Electronic check,103.92,3390.53,6/24/2022,Yes,A
2283,Female,0,Yes,No,9,Yes,Y,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,e-check,95.2,1159.37,10/8/2022,No,A
10755,Male,1,Yes,Yes,10,Yes,N,fiber,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,71.17,4979.17,2/18/2020,Yes,A
3027,Female,0,Yes,No,28,Yes,Y,No,No internet service,Yes,Yes,Y,Yes,Y,Month-to-month,No,Bank transfer,65.14,5263.08,1/6/2021,No,A
13269,Female,0,No,No,38,Yes,Yes,No,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,$108.77 ,"1,013",1/1/2022,Yes,A
16040,Female,0,Yes,Yes,3,Yes,No,DSL,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer,53.49,565.85,10/6/2024,No,A
19263,Male,No,Y,N,43,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer,73.46,2103.67,10/29/2021,No,A
15347,Male,0,No,Yes,40,Yes,No phone service,DSL,No internet service,No,Y,N,No internet service,No,Two year,Yes,Credit card,,4007.91,4/3/2024,No,A
3795,Female,1,Yes,Y,28,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No,Y,Month-to-month,No,Bank transfer,94.62,3098.64,7/3/2024,No,A
5190,Female,0,No,No,44,Yes,No,No,Y,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,60.52,2245.74,9/30/2021,No,A
4699,male,No,N,Yes,14,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Month-to-month,Y,Mailed check,80.32,6817.44,10/17/2021,No,A
1222,Female,No,No,Yes,47,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,38.55,7504.28,11/26/2020,No,A
12894,Female,No,No,No,70,Y,No,Fiber optic,No,No,No,No internet service,No,Yes,Month to month,Yes,e-check,94.42,5843.65,9/5/2023,No,A
17841,male,No,Y,No,33,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,Yes,One year,Yes,Electronic check,57.87,183.24,5/17/2023,No,A
10543,Male,No,No,Y,59,Yes,No,No,No,No internet service,No internet service,No,No,Yes,One year,Yes,Electronic check,113.06,3018.19,12/7/2022,No,A
8640,Male,No,Yes,Y,66,Yes,Y,No,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,No,Bank transfer,119.19,2387.76,4/23/2022,No,A
15501,Female,0,Yes,No,15,Y,N,No,Yes,Yes,Yes,No,Yes,No internet service,Two year,Yes,Credit card,111.74,5188.35,1/28/2023,No,A
12224,male,0,Yes,No,13,Yes,Yes,fiber,No internet service,Yes,No,Yes,N,No internet service,Month-to-month,No,Electronic check,87.7,6066.16,2/11/2020,No,A
1211,Female,0,No,No,,Yes,Yes,DSL,No internet service,Yes,N,No,Yes,Yes,Month-to-month,Yes,Mailed check,41.61,5293.79,11/17/2024,Yes,A
11629,Male,No,Y,Yes,3,Y,Yes,No,Yes,No internet service,Yes,No,No,No internet service,One year,Yes,Bank transfer,,2539.13,12/20/2021,No,A
15915,Male,0,No,N,2,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,71.28,7766.71,1/20/2021,No,A
1500,female,0,Yes,No,33,No,Y,No,No,No,Y,No,No,Yes,Month-to-month,Yes,Mailed check,41.97,4473.15,7/31/2021,No,B
15145,Female,0,No,No,68,Yes,No,DSL,Yes,Y,No internet service,Yes,No,Yes,One year,No,Mailed check,67.79,1600.12,6/22/2022,No,A
10406,Female,0,Yes,No,16,Yes,No phone service,No,Yes,No,No,Yes,No internet service,No,Month to month,No,Electronic check,20.38,7154.46,10/27/2023,No,B
11962,Female,1,Yes,No,11,Yes,No phone service,No,No internet service,No,No,Yes,Yes,No,Two Year,No,Electronic check,41.61,856.57,4/11/2021,Yes,A
16270,Male,0,No,No,29,Yes,No,DSL,Y,Yes,No,Y,Yes,No internet service,Month-to-month,No,Bank transfer,$117.20 ,3112.38,9/26/2023,No,A
5348,Female,0,Yes,Y,28,Yes,No,DSL,No internet service,No,No,No,Yes,No,One Year,Yes,e-check,73.34,2856.97,5/1/2022,No,A
1181,Male,No,Yes,No,41,Yes,Yes,DSL,No internet service,Yes,No internet service,Y,Yes,Y,One year,No,Credit card,40.33,5912.48,5/29/2021,No,A
6237,Female,0,Yes,No,61,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,Y,N,Month-to-month,Yes,Electronic check,28.61,2261.96,12/29/2020,No,A
5485,Male,No,Yes,No,70,N,No,Fiber optic,No,Yes,Yes,N,Yes,No internet service,Two year,Yes,E-check,65.36,674.81,7/21/2023,No,A
13961,Male,1,No,No,44,Yes,No phone service,Fiber optic,Yes,No,N,N,Yes,Yes,Month-to-month,No,Bank transfer,113.41,817.15,6/30/2022,No,A
7069,Male,0,No,No,26,Yes,N,No,Yes,Yes,No,No internet service,No internet service,Yes,One year,No,Credit card,73.47,2353.8,5/26/2024,No,A
3128,Male,Yes,No,No,42,Yes,No phone service,No,Yes,No internet service,No,No,No,No,One year,No,Electronic check,115.77,686.95,6/8/2020,No,A
2148,Female,1,No,No,13,Yes,Yes,No,No,No,No,No,No internet service,No,Month to month,No,Electronic check,72.87,1495.02,7/15/2021,No,A
